Updated On,State,Total Doses Administered,18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated
12-04-2021,Jammu and Kashmir,1390071,166743,564286,459298,,,,1190462
13-04-2021,Jammu and Kashmir,1420580,166998,581627,468906,,,,1217666
14-04-2021,Jammu and Kashmir,1452639,167205,600111,478389,,,,1245840
15-04-2021,Jammu and Kashmir,1500140,167670,625171,492429,,,,1285404
16-04-2021,Jammu and Kashmir,1544416,168336,648773,504782,,,,1322027
17-04-2021,Jammu and Kashmir,1588988,169135,672125,517207,,,,1358605
18-04-2021,Jammu and Kashmir,1622097,170199,689994,526229,,,,1386560
19-04-2021,Jammu and Kashmir,1688073,171680,721821,545676,,,,1439317
20-04-2021,Jammu and Kashmir,1752949,172336,754730,565086,,,,1492291
21-04-2021,Jammu and Kashmir,1801163,173088,780836,578644,,,,1532708
22-04-2021,Jammu and Kashmir,1856450,173994,809737,592625,,,,1576508
23-04-2021,Jammu and Kashmir,1924526,175173,847320,609614,,,,1632265
24-04-2021,Jammu and Kashmir,1996721,176374,885221,629455,,,,1691210
25-04-2021,Jammu and Kashmir,2043208,176895,912202,642002,,,,1731283
26-04-2021,Jammu and Kashmir,2125643,178339,954978,664658,,,,1798206
27-04-2021,Jammu and Kashmir,2186894,241172,925842,681122,,,,1848389
28-04-2021,Jammu and Kashmir,2256066,242616,961147,700380,,,,1904409
29-04-2021,Jammu and Kashmir,2311019,243831,987862,715119,,,,1946913
30-04-2021,Jammu and Kashmir,2348049,244536,1005855,724426,,,,1974919
01-05-2021,Jammu and Kashmir,2376239,245938,1018904,731044,,,,1995989
02-05-2021,Jammu and Kashmir,2415072,248088,1038828,740308,,,,2027309
03-05-2021,Jammu and Kashmir,2467470,253490,1060368,751432,,,,2065375
04-05-2021,Jammu and Kashmir,2503624,260121,1073710,758042,,,,2091960
05-05-2021,Jammu and Kashmir,2560453,267065,1096833,769653,,,,2133638
06-05-2021,Jammu and Kashmir,2610901,273772,1114473,778656,,,,2166988
07-05-2021,Jammu and Kashmir,2673010,280322,1138274,789950,,,,2208633
08-05-2021,Jammu and Kashmir,2717486,284419,1153911,797836,,,,2236255
09-05-2021,Jammu and Kashmir,2730327,285054,1158871,800568,,,,2244582
10-05-2021,Jammu and Kashmir,2762379,286552,1168981,805822,,,,2261462
11-05-2021,Jammu and Kashmir,2792754,288193,1178152,810584,,,,2277054
12-05-2021,Jammu and Kashmir,2806013,289520,1183584,813334,,,,2286567
13-05-2021,Jammu and Kashmir,2811983,289841,1185949,814587,,,,2290511
14-05-2021,Jammu and Kashmir,2829044,291208,1192304,817757,,,,2301414
15-05-2021,Jammu and Kashmir,2846293,292654,1199361,821138,,,,2313307
16-05-2021,Jammu and Kashmir,2854854,293132,1204797,823606,,,,2321690
17-05-2021,Jammu and Kashmir,2869473,294727,1213282,827532,,,,2335697
18-05-2021,Jammu and Kashmir,2882672,296260,1220845,831282,,,,2348544
19-05-2021,Jammu and Kashmir,2890348,296734,1225442,833756,,,,2356090
20-05-2021,Jammu and Kashmir,2905453,298817,1233786,837689,,,,2370453
21-05-2021,Jammu and Kashmir,2919082,301232,1240932,841017,,,,2383343
22-05-2021,Jammu and Kashmir,2955597,304925,1262496,850595,,,,2418184
23-05-2021,Jammu and Kashmir,2973265,305840,1273836,855359,,,,2435203
24-05-2021,Jammu and Kashmir,3010300,311483,1294893,864300,,,,2470847
25-05-2021,Jammu and Kashmir,3050427,331602,1308283,870132,,,,2510205
26-05-2021,Jammu and Kashmir,3094817,364695,1316051,873264,,,,2554226
27-05-2021,Jammu and Kashmir,3155082,408204,1327430,878005,,,,2613886
28-05-2021,Jammu and Kashmir,3204395,445166,1335767,881307,,,,2662543
29-05-2021,Jammu and Kashmir,3242705,467536,1346518,885476,,,,2699856
30-05-2021,Jammu and Kashmir,3265442,478833,1354404,888452,,,,2722017
31-05-2021,Jammu and Kashmir,3301002,495969,1365732,892819,,,,2754861
01-06-2021,Jammu and Kashmir,3334213,510223,1376760,896917,,,,2784248
02-06-2021,Jammu and Kashmir,3367582,523913,1388106,901530,,,,2813904
03-06-2021,Jammu and Kashmir,3398622,536832,1398505,905714,,,,2841416
04-06-2021,Jammu and Kashmir,3429944,548389,1409384,910321,,,,2868479
05-06-2021,Jammu and Kashmir,3461430,556159,1423632,916177,,,,2896360
06-06-2021,Jammu and Kashmir,3476138,558058,1431998,919716,,,,2910164
07-06-2021,Jammu and Kashmir,3501829,563058,1444171,924678,,,,2932304
08-06-2021,Jammu and Kashmir,3528456,568949,1456184,929715,,,,2955248
09-06-2021,Jammu and Kashmir,3549785,574998,1465781,933804,,,,2974987
10-06-2021,Jammu and Kashmir,3582621,593304,1474089,937302,,,,3005115
11-06-2021,Jammu and Kashmir,3616809,611761,1483389,941151,,,,3036734
12-06-2021,Jammu and Kashmir,3651569,629647,1493578,945192,,,,3068862
13-06-2021,Jammu and Kashmir,3680941,650545,1498926,947566,,,,3097492
14-06-2021,Jammu and Kashmir,3732404,689191,1506258,950716,,,,3146640
15-06-2021,Jammu and Kashmir,3782472,726097,1514053,953837,,,,3194499
16-06-2021,Jammu and Kashmir,3818944,751710,1520782,956594,,,,3229615
17-06-2021,Jammu and Kashmir,3860287,779116,1528471,959749,,,,3267877
18-06-2021,Jammu and Kashmir,3910835,804773,1543093,965182,,,,3313601
19-06-2021,Jammu and Kashmir,3953717,825907,1555327,969899,,,,3351691
20-06-2021,Jammu and Kashmir,3970723,832799,1561777,972393,,,,3367528
21-06-2021,Jammu and Kashmir,4009211,855010,1570270,976153,,,,3402011
22-06-2021,Jammu and Kashmir,4051418,882097,1577340,979456,,,,3439485
23-06-2021,Jammu and Kashmir,4119122,929339,1588040,984232,,,,3502239
24-06-2021,Jammu and Kashmir,4169680,962952,1595923,987144,,,,3546680
16-03-2021,Jharkhand,691414,201633,183428,135477,,,,520822
17-03-2021,Jharkhand,747474,205113,193220,167940,,,,566563
18-03-2021,Jharkhand,779686,207969,199537,182020,,,,589818
19-03-2021,Jharkhand,815129,211099,206719,198976,,,,617091
20-03-2021,Jharkhand,922788,215048,227599,273736,,,,716690
21-03-2021,Jharkhand,1087557,218505,268053,390545,,,,877428
22-03-2021,Jharkhand,1131165,220657,279210,414747,,,,914943
23-03-2021,Jharkhand,1286679,224755,317698,519626,,,,1062427
24-03-2021,Jharkhand,1406423,227707,349980,599119,,,,1177165
25-03-2021,Jharkhand,1448065,229224,360189,625106,,,,1214880
26-03-2021,Jharkhand,1510164,231011,376213,666077,,,,1273664
27-03-2021,Jharkhand,1609918,233516,406271,730497,,,,1370655
28-03-2021,Jharkhand,1624010,233782,412051,738407,,,,1384612
29-03-2021,Jharkhand,1625662,233795,412681,739315,,,,1386163
30-03-2021,Jharkhand,1636559,234350,415915,744287,,,,1394924
31-03-2021,Jharkhand,1660956,235592,423518,755656,,,,1415140
01-04-2021,Jharkhand,1686394,236525,436670,763535,,,,1437104
02-04-2021,Jharkhand,1729117,238081,461780,775380,,,,1475614
03-04-2021,Jharkhand,1758073,239163,478722,782748,,,,1501006
04-04-2021,Jharkhand,1839503,240091,530510,807382,,,,1578359
05-04-2021,Jharkhand,1913640,240199,577383,831089,,,,1649049
06-04-2021,Jharkhand,1973281,240337,615546,849173,,,,1705435
07-04-2021,Jharkhand,2062758,240495,672156,875044,,,,1788075
08-04-2021,Jharkhand,2134827,240629,717453,896558,,,,1855020
09-04-2021,Jharkhand,2162617,240862,733544,904507,,,,1879293
10-04-2021,Jharkhand,2260123,241396,795183,933474,,,,1970433
11-04-2021,Jharkhand,2359684,241866,859189,963677,,,,2065113
12-04-2021,Jharkhand,2429156,242559,901279,982828,,,,2127045
13-04-2021,Jharkhand,2505707,243597,948713,1004238,,,,2196926
14-04-2021,Jharkhand,2595718,244558,1004628,1030279,,,,2279843
15-04-2021,Jharkhand,2640772,245336,1030821,1041710,,,,2318245
16-04-2021,Jharkhand,2681749,246475,1053272,1051391,,,,2351517
17-04-2021,Jharkhand,2733464,247686,1081824,1063884,,,,2393775
18-04-2021,Jharkhand,2775262,248538,1103181,1074924,,,,2427024
19-04-2021,Jharkhand,2807543,249397,1117568,1081666,,,,2449014
20-04-2021,Jharkhand,2848719,250163,1135658,1091311,,,,2477515
21-04-2021,Jharkhand,2877453,250666,1148079,1097580,,,,2496708
22-04-2021,Jharkhand,2901875,251465,1158549,1101738,,,,2512136
23-04-2021,Jharkhand,2935365,252666,1172013,1107813,,,,2532881
24-04-2021,Jharkhand,2965021,253964,1183820,1112609,,,,2550782
25-04-2021,Jharkhand,2977865,254592,1189134,1114554,,,,2558670
26-04-2021,Jharkhand,3005317,255742,1199207,1119371,,,,2574711
27-04-2021,Jharkhand,3029124,331982,1133560,1123213,,,,2589148
28-04-2021,Jharkhand,3053082,333390,1142258,1127136,,,,2603179
29-04-2021,Jharkhand,3083117,335097,1152364,1131586,,,,2619343
30-04-2021,Jharkhand,3114125,337396,1162376,1135916,,,,2635993
01-05-2021,Jharkhand,3135680,339610,1168793,1138777,,,,2647485
02-05-2021,Jharkhand,3146799,338258,1174399,1140180,,,,2653112
03-05-2021,Jharkhand,3165998,339982,1179316,1142300,,,,2661873
04-05-2021,Jharkhand,3186484,341886,1184573,1144567,,,,2671304
05-05-2021,Jharkhand,3211894,344096,1190246,1147312,,,,2681933
06-05-2021,Jharkhand,3233186,346204,1195591,1149536,,,,2691611
07-05-2021,Jharkhand,3257332,348582,1201375,1152156,,,,2702393
08-05-2021,Jharkhand,3284802,351184,1207565,1155164,,,,2714194
09-05-2021,Jharkhand,3303003,352454,1212577,1157547,,,,2722859
10-05-2021,Jharkhand,3336638,354942,1221915,1161786,,,,2738946
11-05-2021,Jharkhand,3373071,357865,1230561,1166086,,,,2754830
12-05-2021,Jharkhand,3402653,360633,1239074,1169930,,,,2769962
13-05-2021,Jharkhand,3428810,363176,1246066,1173037,,,,2782611
14-05-2021,Jharkhand,3480054,397079,1252118,1175742,,,,2825315
15-05-2021,Jharkhand,3541498,439629,1258483,1178475,,,,2876996
16-05-2021,Jharkhand,3585174,476184,1262553,1179926,,,,2919090
17-05-2021,Jharkhand,3640643,519148,1270559,1182566,,,,2972741
18-05-2021,Jharkhand,3692552,560222,1277965,1184761,,,,3023461
19-05-2021,Jharkhand,3743211,600462,1284612,1186765,,,,3072388
20-05-2021,Jharkhand,3791168,638672,1290462,1188477,,,,3118200
21-05-2021,Jharkhand,3840095,678039,1296239,1190195,,,,3165104
22-05-2021,Jharkhand,3877535,706753,1301724,1191703,,,,3200833
23-05-2021,Jharkhand,3922615,744826,1305635,1192842,,,,3243983
24-05-2021,Jharkhand,3973018,784870,1311628,1194588,,,,3291812
25-05-2021,Jharkhand,4012657,813646,1317424,1196483,,,,3328296
26-05-2021,Jharkhand,4037120,831666,1320823,1197366,,,,3350619
27-05-2021,Jharkhand,4053662,842449,1323692,1198316,,,,3365244
28-05-2021,Jharkhand,4084905,861481,1328867,1200453,,,,3391607
29-05-2021,Jharkhand,4124267,884004,1336102,1203413,,,,3424365
30-05-2021,Jharkhand,4156776,902489,1343019,1205864,,,,3452239
31-05-2021,Jharkhand,4194352,921240,1352798,1209346,,,,3484293
01-06-2021,Jharkhand,4227513,936929,1362009,1212562,,,,3512443
02-06-2021,Jharkhand,4266420,954651,1372839,1216777,,,,3545235
03-06-2021,Jharkhand,4306358,976538,1382438,1220188,,,,3580164
04-06-2021,Jharkhand,4378641,1024326,1396188,1224782,,,,3646348
05-06-2021,Jharkhand,4470721,1085772,1414178,1230951,,,,3732019
06-06-2021,Jharkhand,4549765,1134196,1434033,1237492,,,,3806892
07-06-2021,Jharkhand,4613214,1170688,1449214,1243042,,,,3864177
08-06-2021,Jharkhand,4673692,1204383,1464315,1248653,,,,3918642
09-06-2021,Jharkhand,4732666,1233881,1480933,1255008,,,,3971153
10-06-2021,Jharkhand,4802571,1279521,1495026,1260671,,,,4036613
11-06-2021,Jharkhand,4896908,1337248,1516692,1268421,,,,4123823
12-06-2021,Jharkhand,4998435,1392158,1541652,1277567,,,,4212899
